"cod_elettorale","cod_istat","cod_catastale","desc_comune","cod_comune","desc_provincia","cod_provincia","desc_regione","cod_regione","ele_f","ele_m","ele_t","vot_f","vot_m","vot_t","perc_affluenza","pos_candidato","cognome","nome","voti_candidato","perc_candidato","eletto","pos_lista","nome_lista","voti_lista","perc_lista"
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,2,"DI COSTANZO","GIULIANO",3153,26.86,NA,4,"MODERATI PER VOLLA",1032,9.31
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,2,"DI COSTANZO","GIULIANO",3153,26.86,NA,6,"LIBERI INSIEME",482,4.35
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,2,"DI COSTANZO","GIULIANO",3153,26.86,NA,7,"VIVA VOLLA",441,3.98
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,4,"DI MARZO","PASQUALE",2675,22.79,NA,9,"OBLO' PER VOLLA",991,8.94
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,4,"DI MARZO","PASQUALE",2675,22.79,NA,12,"UNIAMO VOLLA",685,6.18
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,4,"DI MARZO","PASQUALE",2675,22.79,NA,10,"VOLLA 2025",563,5.08
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,4,"DI MARZO","PASQUALE",2675,22.79,NA,11,"IL GIGLIO LEGALITA’ E GIUSTIZIA",234,2.11
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,6,"PIPOLO","GIANLUCA",1329,11.32,NA,15,"PER LE PERSONE E LA COMUNITA'",710,6.41
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,6,"PIPOLO","GIANLUCA",1329,11.32,NA,14,"NOI CON VOLLA",529,4.77
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,5,"BURRIELLO","GENNARO",667,5.68,NA,13,"POTERE AL POPOLO!",590,5.32
"150510890","063089","M115","VOLLA","0890","NAPOLI","051","CAMPANIA","15",10640,10014,20654,6213,5875,12088,58.53,3,"BARBATO","ROBERTO",365,3.11,NA,8,"LA MIA VOLLA",307,2.77
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,2,"PAOLINO","GAETANO",6988,57.63,"S",5,"NUOVI ORIZZONTI CAPACCIO PAESTUM",2102,17.97
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,2,"PAOLINO","GAETANO",6988,57.63,"S",6,"PAOLINO SINDACO PER CAPACCIO PAESTUM",1970,16.84
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,2,"PAOLINO","GAETANO",6988,57.63,"S",8,"CAPACCIO PAESTUM SOSTENIBILE E SOLIDALE",1679,14.35
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,2,"PAOLINO","GAETANO",6988,57.63,"S",7,"CAPACCIO PAESTUM NEL CUORE",1398,11.95
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,3,"CORRADINO","SIMONA",3794,31.29,"C",9,"SIMONA SINDACO PER CAPACCIO PAESTUM",946,8.09
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,3,"CORRADINO","SIMONA",3794,31.29,"C",11,"FORZA CAPACCIO PAESTUM",917,7.84
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,3,"CORRADINO","SIMONA",3794,31.29,"C",12,"POPOLO DI CAPACCIO PAESTUM",826,7.06
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,3,"CORRADINO","SIMONA",3794,31.29,"C",10,"TUTTI! CON SIMONA SINDACO",539,4.61
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,1,"CARAMANTE","CARMINE",1344,11.08,"C",1,"FRATELLI D'ITALIA",843,7.21
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,1,"CARAMANTE","CARMINE",1344,11.08,"C",2,"PRIMAVERA",264,2.26
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,1,"CARAMANTE","CARMINE",1344,11.08,"C",4,"LIBERTA' E' PARTECIPAZIONE",154,1.32
"150720250","065025","B644","CAPACCIO PAESTUM","0250","SALERNO","072","CAMPANIA","15",9339,9041,18380,6339,6146,12485,67.93,1,"CARAMANTE","CARMINE",1344,11.08,"C",3,"NIENTE PAURA",60,0.51
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,7,"FRANCIONE","ONORATO",284,84.27,"S",7,"UNITI PER CASTELNUOVO",284,84.27
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,10,"D'ELIA","GIULIO",47,13.95,NA,10,"PROSPERITA' PER CASTELNUOVO",47,13.95
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,1,"VILLANO","FRANCESCO",2,0.59,NA,1,"DMS MOVIMENTO DEMOCRAZIA SOCIALE",2,0.59
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,2,"MEROLA","PASQUALE",1,0.3,NA,2,"UNITI PER CAMBIARE",1,0.3
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,3,"D'ALIESIO","CLAUDIO",1,0.3,NA,3,"+ VERDE",1,0.3
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,5,"ANDRIANI","ANTONIO",1,0.3,NA,5,"LISTA CIVICA PER IL CAMBIAMENTO",1,0.3
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,8,"DE BIASIO","GUIDO LUCA",1,0.3,NA,8,"DESTRA SOCIALE",1,0.3
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,4,"NATALI","LUIGI",0,0,NA,4,"ITALEXIT PER L'ITALIA",0,0
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,6,"RIBELLO","CLAUDIO",0,0,NA,6,"LISTA CIVICA INSIEME",0,0
"150720330","065033","C235","CASTELNUOVO DI CONZA","0330","SALERNO","072","CAMPANIA","15",1670,1627,3297,163,195,358,10.86,9,"DI MICHELE","SALVATORE",0,0,NA,9,"PROGETTO POPOLARE",0,0
"150720590","065059","E365","ISPANI","0590","SALERNO","072","CAMPANIA","15",725,684,1409,343,366,709,50.32,7,"FRAGOMENO","FRANCO",362,52.16,"S",7,"COSTRUIAMO IL FUTURO",362,52.16
"150720590","065059","E365","ISPANI","0590","SALERNO","072","CAMPANIA","15",725,684,1409,343,366,709,50.32,5,"IONNITO","GIANFRANCO",329,47.41,NA,5,"RINASCISPANI",329,47.41
"150720590","065059","E365","ISPANI","0590","SALERNO","072","CAMPANIA","15",725,684,1409,343,366,709,50.32,1,"FRANZESE","RICCARDO",2,0.29,NA,1,"LISTA CIVICA ISPANI",2,0.29
"150720590","065059","E365","ISPANI","0590","SALERNO","072","CAMPANIA","15",725,684,1409,343,366,709,50.32,4,"RONZA","VITTORIO",1,0.14,NA,4,"IMPEGNO CITTADINO",1,0.14
"150720590","065059","E365","ISPANI","0590","SALERNO","072","CAMPANIA","15",725,684,1409,343,366,709,50.32,2,"PICONE","FRANCESCO",0,0,NA,2,"PROGETTO POPOLARE",0,0
"150720590","065059","E365","ISPANI","0590","SALERNO","072","CAMPANIA","15",725,684,1409,343,366,709,50.32,3,"SISMUNDO","VINCENZO",0,0,NA,3,"LISTA CIVICA INSIEME",0,0
"150720590","065059","E365","ISPANI","0590","SALERNO","072","CAMPANIA","15",725,684,1409,343,366,709,50.32,6,"LIGUORI","DANIELE",0,0,NA,6,"UNITI PER CAMBIARE",0,0
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,10,"TIERNO","BRUNO",334,95.16,"S",10,"SVILUPPO E RESILIENZA",334,95.16
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,11,"PERSIANI","MONICA",11,3.13,NA,11,"ITALIA DEI DIRITTI",11,3.13
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,1,"PETRARCA","BENITO",2,0.57,NA,1,"PROGETTO POPOLARE",2,0.57
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,3,"VIZZACCARO","ANTONIO",2,0.57,NA,3,"DESTRA SOCIALE",2,0.57
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,5,"GARAU","GIANLUCA",1,0.28,NA,5,"LISTA CIVICA INSIEME",1,0.28
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,6,"AVOLIO","FRANCESCO",1,0.28,NA,6,"RINASCIMENTO CILENTO",1,0.28
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,2,"STABILE","VITTORIO",0,0,NA,2,"UNITI PER CAMBIARE",0,0
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,4,"ZERILLI","ROBERTO",0,0,NA,4,"IMPEGNO CITTADINO BENE COMUNE",0,0
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,7,"BARONE","GENNARO",0,0,NA,7,"ITALEXIT PER L'ITALIA",0,0
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,8,"NACCA","FRANCESCO",0,0,NA,8,"+ VERDE CUORE AMBIENTALISTA",0,0
"150721280","065128","I278","SANT'ANGELO A FASANELLA","1280","SALERNO","072","CAMPANIA","15",328,276,604,195,173,368,60.93,9,"OREFICE","ALESSANDRO",0,0,NA,9,"DMS MOVIMENTO DEMOCRAZIA SOCIALE",0,0
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,1,"BATTISTA","MAURO",4942,35.61,NA,3,"PIU' VALORE PER TRIGGIANO",1178,8.89
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,1,"BATTISTA","MAURO",4942,35.61,NA,1,"SIAMO TRIGGIANO",1051,7.93
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,1,"BATTISTA","MAURO",4942,35.61,NA,4,"INSIEME PER IL FUTURO DI TRIGGIANO",910,6.87
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,1,"BATTISTA","MAURO",4942,35.61,NA,5,"MEGLIO BATTISTA",904,6.82
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,1,"BATTISTA","MAURO",4942,35.61,NA,2,"PER TRIGGIANO",863,6.51
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,3,"TOSCANO","GIUSEPPE",4693,33.82,NA,13,"TRIGGIANO POSSIBILE",1222,9.22
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,3,"TOSCANO","GIUSEPPE",4693,33.82,NA,12,"ORA ORIZZONTI ATTIVI",1133,8.55
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,3,"TOSCANO","GIUSEPPE",4693,33.82,NA,11,"TRIGGIANO RINASCE",808,6.1
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,3,"TOSCANO","GIUSEPPE",4693,33.82,NA,10,"MOVIMENTO 5 STELLE",718,5.42
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,2,"CASCARANO","MICHELE",4242,30.57,NA,8,"70019 - INDIRIZZO TRIGGIANO",1180,8.9
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,2,"CASCARANO","MICHELE",4242,30.57,NA,7,"PARTITO DEMOCRATICO",1173,8.85
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,2,"CASCARANO","MICHELE",4242,30.57,NA,6,"CASCARANO SINDACO",1156,8.72
"160090450","072046","L425","TRIGGIANO","0450","BARI","009","PUGLIA","16",12830,12004,24834,7316,6886,14202,57.19,2,"CASCARANO","MICHELE",4242,30.57,NA,9,"PROGRESSISTI PER TRIGGIANO - CLOUD-PSI",956,7.21
"160310091","071010","B724","CARAPELLE","0091","FOGGIA","031","PUGLIA","16",2424,2268,4692,1846,1761,3607,76.88,3,"MARASCO","LUIGI",1476,41.84,"S",3,"UNITI  PER CARAPELLE",1476,41.84
"160310091","071010","B724","CARAPELLE","0091","FOGGIA","031","PUGLIA","16",2424,2268,4692,1846,1761,3607,76.88,2,"DI MICHELE","UMBERTO",1217,34.5,NA,2,"IL SALTO",1217,34.5
"160310091","071010","B724","CARAPELLE","0091","FOGGIA","031","PUGLIA","16",2424,2268,4692,1846,1761,3607,76.88,1,"IZZI","SERGIO",835,23.67,NA,1,"CARAPELLE BELLISSIMA",835,23.67
"160310140","071015","C198","CASTELLUCCIO DEI SAURI","0140","FOGGIA","031","PUGLIA","16",876,923,1799,621,640,1261,70.09,1,"AZZONE","MATTIA LUCIANO",599,48.54,"S",1,"CASTELLUCCIO FUTURA",599,48.54
"160310140","071015","C198","CASTELLUCCIO DEI SAURI","0140","FOGGIA","031","PUGLIA","16",876,923,1799,621,640,1261,70.09,3,"DEL PRIORE","ANTONIO",521,42.22,NA,3,"OBIETTIVO 2030",521,42.22
"160310140","071015","C198","CASTELLUCCIO DEI SAURI","0140","FOGGIA","031","PUGLIA","16",876,923,1799,621,640,1261,70.09,2,"DI FLUMERI","PASQUALE",114,9.24,NA,2,"CASTELLUCCIO SOSTENIBILE",114,9.24
"160310260","071027","E549","LESINA","0260","FOGGIA","031","PUGLIA","16",2893,2839,5732,1945,1860,3805,66.38,2,"DI MAURO","PRIMIANO LEONARDO",1300,34.87,"S",2,"LESINA AZZURRA",1300,34.87
"160310260","071027","E549","LESINA","0260","FOGGIA","031","PUGLIA","16",2893,2839,5732,1945,1860,3805,66.38,3,"MATARANTE","ALESSANDRA",1298,34.82,NA,3,"LESINA FUTURA",1298,34.82
"160310260","071027","E549","LESINA","0260","FOGGIA","031","PUGLIA","16",2893,2839,5732,1945,1860,3805,66.38,1,"TROMBETTA","SALVATORE ANTONIO",1130,30.31,NA,1,"NUOVA LESINA",1130,30.31
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,3,"DI VITO","DOMENICO",3494,40.34,NA,9,"ORTA NOVA MI PIACE",1648,20.55
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,3,"DI VITO","DOMENICO",3494,40.34,NA,8,"ORTA NOVA DEMOCRATICA",944,11.77
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,3,"DI VITO","DOMENICO",3494,40.34,NA,7,"ORTA NOVA PER TUTTI",625,7.79
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,2,"TARANTINO","GERARDO",2695,31.11,NA,5,"FRATELLI D'ITALIA",1059,13.21
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,2,"TARANTINO","GERARDO",2695,31.11,NA,4,"LISTA TARANTINO SINDACO",752,9.38
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,2,"TARANTINO","GERARDO",2695,31.11,NA,6,"FORZA ITALIA - PPE",729,9.09
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,4,"FAZI","ANGELA",1540,17.78,NA,10,"ANGELA FAZI SINDACA",862,10.75
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,4,"FAZI","ANGELA",1540,17.78,NA,11,"CORAGGIO ORTA NOVA",503,6.27
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,1,"DI STASIO","NICOLA",933,10.77,NA,2,"RIVOLUZIONE ORTA NOVA",487,6.07
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,1,"DI STASIO","NICOLA",933,10.77,NA,1,"CON DI STASIO SINDACO",323,4.03
"160310340","071036","G131","ORTA NOVA","0340","FOGGIA","031","PUGLIA","16",6886,6616,13502,4492,4452,8944,66.24,1,"DI STASIO","NICOLA",933,10.77,NA,3,"LIBERALI E RIFORMISTI NPSI",86,1.07
"160410230","075024","D044","CORSANO","0230","LECCE","041","PUGLIA","16",2438,2454,4892,1765,1681,3446,70.44,1,"CARACCIOLO","FRANCESCO",2150,63.67,"S",1,"CORSANO FUTURA",2150,63.67
"160410230","075024","D044","CORSANO","0230","LECCE","041","PUGLIA","16",2438,2454,4892,1765,1681,3446,70.44,3,"CIARDO","PIERLUIGI",1193,35.33,NA,3,"CORSANO INSIEME",1193,35.33
"160410230","075024","D044","CORSANO","0230","LECCE","041","PUGLIA","16",2438,2454,4892,1765,1681,3446,70.44,2,"RUSSO","LUIGI",34,1.01,NA,2,"ALTERNATIVA PROLETARIA",34,1.01
"160410840","075085","L074","TAVIANO","0840","LECCE","041","PUGLIA","16",5443,5013,10456,3751,3466,7217,69.02,1,"PELLEGRINO","GIUSEPPE FRANCESCO",3586,50.88,"S",1,"RADICI E FUTURO",3586,50.88
"160410840","075085","L074","TAVIANO","0840","LECCE","041","PUGLIA","16",5443,5013,10456,3751,3466,7217,69.02,2,"STEFANELLI","SERENA",3462,49.12,NA,2,"TAVIANO GUARDA AVANTI",3462,49.12
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,3,"ZACCARO","GIANCARLA",8515,46.32,NA,16,"LISTA ZACCARO SINDACO",2354,13.22
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,3,"ZACCARO","GIANCARLA",8515,46.32,NA,13,"MASSAFRA LIBERA",2312,12.98
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,3,"ZACCARO","GIANCARLA",8515,46.32,NA,15,"MASSAFRA TERRA NOSTRA",1834,10.3
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,3,"ZACCARO","GIANCARLA",8515,46.32,NA,14,"FUTURA",1624,9.12
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,3,"ZACCARO","GIANCARLA",8515,46.32,NA,17,"UNIONE DI CENTRO",676,3.8
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,1,"FISICARO","EMANUELE",5679,30.89,NA,4,"FORZA ITALIA - PPE",1898,10.66
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,1,"FISICARO","EMANUELE",5679,30.89,NA,3,"DEMOCRAZIA CRISTIANA CON ROTONDI",1691,9.49
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,1,"FISICARO","EMANUELE",5679,30.89,NA,1,"FRATELLI D'ITALIA",1570,8.82
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,1,"FISICARO","EMANUELE",5679,30.89,NA,5,"PRIMA MASSAFRA",489,2.75
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,1,"FISICARO","EMANUELE",5679,30.89,NA,2,"LISTA FISICARO SINDACO",328,1.84
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,2,"LOSAVIO","GIUSEPPE ANTONIO",4190,22.79,NA,12,"AMBIENTE E PROGRESSO",650,3.65
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,2,"LOSAVIO","GIUSEPPE ANTONIO",4190,22.79,NA,7,"PROGETTO COMUNE",584,3.28
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,2,"LOSAVIO","GIUSEPPE ANTONIO",4190,22.79,NA,6,"DEMOCRAZIA IN MOVIMENTO",521,2.93
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,2,"LOSAVIO","GIUSEPPE ANTONIO",4190,22.79,NA,11,"MOVIMENTO 5 STELLE",400,2.25
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,2,"LOSAVIO","GIUSEPPE ANTONIO",4190,22.79,NA,10,"LISTA LOSAVIO SINDACO",376,2.11
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,2,"LOSAVIO","GIUSEPPE ANTONIO",4190,22.79,NA,9,"NOI CON MASSAFRA",369,2.07
"160780150","073015","F027","MASSAFRA","0150","TARANTO","078","PUGLIA","16",13798,12944,26742,9482,9286,18768,70.18,2,"LOSAVIO","GIUSEPPE ANTONIO",4190,22.79,NA,8,"COSTITUENTE DI CENTRO PER MASSAFRA",134,0.75
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,1,"BITETTI","PIETRO",32875,37.39,NA,1,"PARTITO DEMOCRATICO",12719,15.24
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,1,"BITETTI","PIETRO",32875,37.39,NA,4,"CON BITETTI",6523,7.82
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,1,"BITETTI","PIETRO",32875,37.39,NA,6,"UNIRE TARANTO",4135,4.95
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,1,"BITETTI","PIETRO",32875,37.39,NA,5,"PER BITETTI SINDACO",3476,4.16
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,1,"BITETTI","PIETRO",32875,37.39,NA,8,"DEMOS DEMOCRAZIA SOLIDALE",2552,3.06
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,1,"BITETTI","PIETRO",32875,37.39,NA,3,"ALLEANZA VERDI E SINISTRA",1900,2.28
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,1,"BITETTI","PIETRO",32875,37.39,NA,7,"DC DEMOCRAZIA CRISTIANA",1695,2.03
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,1,"BITETTI","PIETRO",32875,37.39,NA,2,"PARTITO LIBERAL DEMOCRATICO-AZIONE",1476,1.77
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,2,"TACENTE","FRANCESCO",22987,26.14,NA,14,"PRIMA TARANTO",5380,6.45
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,2,"TACENTE","FRANCESCO",22987,26.14,NA,12,"PATTO POPOLARE",3956,4.74
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,2,"TACENTE","FRANCESCO",22987,26.14,NA,9,"UNIONE DI CENTRO-EVVIVA TARANTO",3824,4.58
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,2,"TACENTE","FRANCESCO",22987,26.14,NA,11,"RIFORMISTI PER TARANTO - SOCIALISTI",3785,4.54
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,2,"TACENTE","FRANCESCO",22987,26.14,NA,10,"FORTEMENTE LIBERI",3144,3.77
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,2,"TACENTE","FRANCESCO",22987,26.14,NA,15,"TARANTO POPOLARE",1530,1.83
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,2,"TACENTE","FRANCESCO",22987,26.14,NA,13,"NOI TARANTO",1494,1.79
