"cod_elettorale","cod_istat","cod_catastale","desc_comune","cod_comune","desc_provincia","cod_provincia","desc_regione","cod_regione","ele_f","ele_m","ele_t","vot_f","vot_m","vot_t","perc","perc_r","data","ora","comunicazione"
150720590,"065059","E365","Ispani","0590","Salerno","072","Campania","15",725,684,1409,343,366,709,50.32,59.7,"2025-05-26","15:00",4
150721280,"065128","I278","Sant'angelo A Fasanella","1280","Salerno","072","Campania","15",328,276,604,0,0,74,12.25,19.3,"2025-05-25","12:00",1
150721280,"065128","I278","Sant'angelo A Fasanella","1280","Salerno","072","Campania","15",328,276,604,0,0,209,34.6,41.96,"2025-05-25","19:00",2
150721280,"065128","I278","Sant'angelo A Fasanella","1280","Salerno","072","Campania","15",328,276,604,0,0,291,48.18,55.13,"2025-05-25","23:00",3
150721280,"065128","I278","Sant'angelo A Fasanella","1280","Salerno","072","Campania","15",328,276,604,195,173,368,60.93,69.68,"2025-05-26","15:00",4
80320020,"040003","A809","Bertinoro","0020","Forli'-Cesena","032","Emilia-Romagna","08",4587,4433,9020,0,0,1170,12.97,15.23,"2025-05-25","12:00",1
80320020,"040003","A809","Bertinoro","0020","Forli'-Cesena","032","Emilia-Romagna","08",4587,4433,9020,0,0,2531,28.06,34.7,"2025-05-25","19:00",2
80320020,"040003","A809","Bertinoro","0020","Forli'-Cesena","032","Emilia-Romagna","08",4587,4433,9020,0,0,3194,35.41,41.62,"2025-05-25","23:00",3
80320020,"040003","A809","Bertinoro","0020","Forli'-Cesena","032","Emilia-Romagna","08",4587,4433,9020,2097,2024,4121,45.69,53.64,"2025-05-26","15:00",4
80500380,"036039","I133","San Prospero","0380","Modena","050","Emilia-Romagna","08",2381,2393,4774,0,0,880,18.43,27.57,"2025-05-25","12:00",1
80500380,"036039","I133","San Prospero","0380","Modena","050","Emilia-Romagna","08",2381,2393,4774,0,0,1881,39.4,55.88,"2025-05-25","19:00",2
80500380,"036039","I133","San Prospero","0380","Modena","050","Emilia-Romagna","08",2381,2393,4774,0,0,2369,49.62,70.48,"2025-05-25","23:00",3
80500380,"036039","I133","San Prospero","0380","Modena","050","Emilia-Romagna","08",2381,2393,4774,1418,1383,2801,58.67,70.48,"2025-05-26","15:00",4
80560160,"034016","D685","Fontevivo","0160","Parma","056","Emilia-Romagna","08",2124,2163,4287,0,0,806,18.8,20.08,"2025-05-25","12:00",1
80560160,"034016","D685","Fontevivo","0160","Parma","056","Emilia-Romagna","08",2124,2163,4287,0,0,1808,42.17,44.45,"2025-05-25","19:00",2
80560160,"034016","D685","Fontevivo","0160","Parma","056","Emilia-Romagna","08",2124,2163,4287,0,0,2202,51.36,54.98,"2025-05-25","23:00",3
80560160,"034016","D685","Fontevivo","0160","Parma","056","Emilia-Romagna","08",2124,2163,4287,1325,1277,2602,60.7,68.91,"2025-05-26","15:00",4
80560450,"034045","L672","Varano De' Melegari","0450","Parma","056","Emilia-Romagna","08",1097,1076,2173,0,0,437,20.11,17.05,"2025-05-25","12:00",1
80560450,"034045","L672","Varano De' Melegari","0450","Parma","056","Emilia-Romagna","08",1097,1076,2173,0,0,965,44.41,43.05,"2025-05-25","19:00",2
80560450,"034045","L672","Varano De' Melegari","0450","Parma","056","Emilia-Romagna","08",1097,1076,2173,0,0,1244,57.25,60.19,"2025-05-25","23:00",3
80560450,"034045","L672","Varano De' Melegari","0450","Parma","056","Emilia-Romagna","08",1097,1076,2173,786,769,1555,71.56,77.19,"2025-05-26","15:00",4
80660140,"039014","H199","Ravenna","0140","Ravenna","066","Emilia-Romagna","08",65446,61442,126888,0,0,15092,11.89,12.87,"2025-05-25","12:00",1
80660140,"039014","H199","Ravenna","0140","Ravenna","066","Emilia-Romagna","08",65446,61442,126888,0,0,36068,28.43,31.88,"2025-05-25","19:00",2
80660140,"039014","H199","Ravenna","0140","Ravenna","066","Emilia-Romagna","08",65446,61442,126888,0,0,48110,37.92,41.4,"2025-05-25","23:00",3
80660140,"039014","H199","Ravenna","0140","Ravenna","066","Emilia-Romagna","08",65446,61442,126888,32685,30179,62864,49.54,54.08,"2025-05-26","15:00",4
120330240,"060024","C413","Ceccano","0240","Frosinone","033","Lazio","12",9700,9226,18926,0,0,2749,14.52,14,"2025-05-25","12:00",1
120330240,"060024","C413","Ceccano","0240","Frosinone","033","Lazio","12",9700,9226,18926,0,0,7877,41.62,36.58,"2025-05-25","19:00",2
120330240,"060024","C413","Ceccano","0240","Frosinone","033","Lazio","12",9700,9226,18926,0,0,10554,55.76,52.06,"2025-05-25","23:00",3
120330240,"060024","C413","Ceccano","0240","Frosinone","033","Lazio","12",9700,9226,18926,6924,6691,13615,71.94,71.8,"2025-05-26","15:00",4
120400100,"059010","E375","Itri","0100","Latina","040","Lazio","12",4831,4819,9650,0,0,1553,16.09,14.94,"2025-05-25","12:00",1
120400100,"059010","E375","Itri","0100","Latina","040","Lazio","12",4831,4819,9650,0,0,3554,36.83,37.68,"2025-05-25","19:00",2
120400100,"059010","E375","Itri","0100","Latina","040","Lazio","12",4831,4819,9650,0,0,4637,48.05,47,"2025-05-25","23:00",3
120400100,"059010","E375","Itri","0100","Latina","040","Lazio","12",4831,4819,9650,3023,3014,6037,62.56,62.27,"2025-05-26","15:00",4
120690230,"057025","C969","Contigliano","0230","Rieti","069","Lazio","12",1565,1507,3072,0,0,504,16.41,24.93,"2025-05-25","12:00",1
120690230,"057025","C969","Contigliano","0230","Rieti","069","Lazio","12",1565,1507,3072,0,0,1329,43.26,40.73,"2025-05-25","19:00",2
120690230,"057025","C969","Contigliano","0230","Rieti","069","Lazio","12",1565,1507,3072,0,0,1774,57.75,63.09,"2025-05-25","23:00",3
120690230,"057025","C969","Contigliano","0230","Rieti","069","Lazio","12",1565,1507,3072,1135,1125,2260,73.57,75.88,"2025-05-26","15:00",4
120690470,"057049","G498","Pescorocchiano","0470","Rieti","069","Lazio","12",927,970,1897,0,0,336,17.71,21.59,"2025-05-25","12:00",1
120690470,"057049","G498","Pescorocchiano","0470","Rieti","069","Lazio","12",927,970,1897,0,0,892,47.02,55.29,"2025-05-25","19:00",2
120690470,"057049","G498","Pescorocchiano","0470","Rieti","069","Lazio","12",927,970,1897,0,0,1118,58.94,71.82,"2025-05-25","23:00",3
120690470,"057049","G498","Pescorocchiano","0470","Rieti","069","Lazio","12",927,970,1897,669,726,1395,73.54,71.82,"2025-05-26","15:00",4
120700360,"058036","D561","Fiano Romano","0360","Roma","070","Lazio","12",6160,6067,12227,0,0,1824,14.92,13.08,"2025-05-25","12:00",1
120700360,"058036","D561","Fiano Romano","0360","Roma","070","Lazio","12",6160,6067,12227,0,0,4229,34.59,34.31,"2025-05-25","19:00",2
120700360,"058036","D561","Fiano Romano","0360","Roma","070","Lazio","12",6160,6067,12227,0,0,5490,44.9,44.6,"2025-05-25","23:00",3
120700360,"058036","D561","Fiano Romano","0360","Roma","070","Lazio","12",6160,6067,12227,3750,3416,7166,58.61,61.1,"2025-05-26","15:00",4
120700375,"058122","M309","Fonte Nuova","0375","Roma","070","Lazio","12",12698,11876,24574,0,0,2852,11.61,13.79,"2025-05-25","12:00",1
120700375,"058122","M309","Fonte Nuova","0375","Roma","070","Lazio","12",12698,11876,24574,0,0,7115,28.95,31.91,"2025-05-25","19:00",2
120700375,"058122","M309","Fonte Nuova","0375","Roma","070","Lazio","12",12698,11876,24574,0,0,9067,36.9,45.01,"2025-05-25","23:00",3
120700375,"058122","M309","Fonte Nuova","0375","Roma","070","Lazio","12",12698,11876,24574,6023,5609,11632,47.33,45.01,"2025-05-26","15:00",4
120700790,"058080","G874","Ponzano Romano","0790","Roma","070","Lazio","12",502,544,1046,0,0,179,17.11,23.39,"2025-05-25","12:00",1
120700790,"058080","G874","Ponzano Romano","0790","Roma","070","Lazio","12",502,544,1046,0,0,477,45.6,44.23,"2025-05-25","19:00",2
120700790,"058080","G874","Ponzano Romano","0790","Roma","070","Lazio","12",502,544,1046,0,0,604,57.74,60.53,"2025-05-25","23:00",3
120700790,"058080","G874","Ponzano Romano","0790","Roma","070","Lazio","12",502,544,1046,351,370,721,68.93,75.24,"2025-05-26","15:00",4
120700970,"058098","I284","Sant'angelo Romano","0970","Roma","070","Lazio","12",1994,2010,4004,0,0,577,14.41,22.88,"2025-05-25","12:00",1
120700970,"058098","I284","Sant'angelo Romano","0970","Roma","070","Lazio","12",1994,2010,4004,0,0,1546,38.61,35.81,"2025-05-25","19:00",2
120700970,"058098","I284","Sant'angelo Romano","0970","Roma","070","Lazio","12",1994,2010,4004,0,0,1968,49.15,54.59,"2025-05-25","23:00",3
120700970,"058098","I284","Sant'angelo Romano","0970","Roma","070","Lazio","12",1994,2010,4004,1196,1223,2419,60.41,64.69,"2025-05-26","15:00",4
120701020,"058103","I992","Subiaco","1020","Roma","070","Lazio","12",3630,3521,7151,0,0,1171,16.38,17.69,"2025-05-25","12:00",1
120701020,"058103","I992","Subiaco","1020","Roma","070","Lazio","12",3630,3521,7151,0,0,3073,42.97,43.98,"2025-05-25","19:00",2
120701020,"058103","I992","Subiaco","1020","Roma","070","Lazio","12",3630,3521,7151,0,0,3937,55.06,56.82,"2025-05-25","23:00",3
120701020,"058103","I992","Subiaco","1020","Roma","070","Lazio","12",3630,3521,7151,2609,2564,5173,72.34,76.93,"2025-05-26","15:00",4
70340250,"010025","D969","Genova","0250","Genova","034","Liguria","07",253797,226177,479974,0,0,63987,13.33,15.08,"2025-05-25","12:00",1
70340250,"010025","D969","Genova","0250","Genova","034","Liguria","07",253797,226177,479974,0,0,147694,30.77,32.05,"2025-05-25","19:00",2
70340250,"010025","D969","Genova","0250","Genova","034","Liguria","07",253797,226177,479974,0,0,187912,39.15,44.17,"2025-05-25","23:00",3
70340250,"010025","D969","Genova","0250","Genova","034","Liguria","07",253797,226177,479974,131736,117365,249101,51.9,44.17,"2025-05-26","15:00",4
70340420,"010042","G093","Orero","0420","Genova","034","Liguria","07",263,264,527,0,0,105,19.92,18.46,"2025-05-25","12:00",1
70340420,"010042","G093","Orero","0420","Genova","034","Liguria","07",263,264,527,0,0,207,39.28,42.5,"2025-05-25","19:00",2
70340420,"010042","G093","Orero","0420","Genova","034","Liguria","07",263,264,527,0,0,250,47.44,48.65,"2025-05-25","23:00",3
70340420,"010042","G093","Orero","0420","Genova","034","Liguria","07",263,264,527,154,169,323,61.29,61.15,"2025-05-26","15:00",4
70340510,"010051","H581","Rossiglione","0510","Genova","034","Liguria","07",1045,975,2020,0,0,316,15.64,20.92,"2025-05-25","12:00",1
70340510,"010051","H581","Rossiglione","0510","Genova","034","Liguria","07",1045,975,2020,0,0,758,37.52,34.34,"2025-05-25","19:00",2
70340510,"010051","H581","Rossiglione","0510","Genova","034","Liguria","07",1045,975,2020,0,0,939,46.49,52.63,"2025-05-25","23:00",3
70340510,"010051","H581","Rossiglione","0510","Genova","034","Liguria","07",1045,975,2020,622,586,1208,59.8,59.1,"2025-05-26","15:00",4
70370590,"008063","L599","Vallecrosia","0590","Imperia","037","Liguria","07",3161,2944,6105,0,0,923,15.12,15.06,"2025-05-25","12:00",1
70370590,"008063","L599","Vallecrosia","0590","Imperia","037","Liguria","07",3161,2944,6105,0,0,2004,32.83,37.88,"2025-05-25","19:00",2
70370590,"008063","L599","Vallecrosia","0590","Imperia","037","Liguria","07",3161,2944,6105,0,0,2379,38.97,44.31,"2025-05-25","23:00",3
70370590,"008063","L599","Vallecrosia","0590","Imperia","037","Liguria","07",3161,2944,6105,1625,1481,3106,50.88,55.19,"2025-05-26","15:00",4
70740550,"009055","I453","Sassello","0550","Savona","074","Liguria","07",726,762,1488,0,0,249,16.73,13.87,"2025-05-25","12:00",1
70740550,"009055","I453","Sassello","0550","Savona","074","Liguria","07",726,762,1488,0,0,541,36.36,31.02,"2025-05-25","19:00",2
70740550,"009055","I453","Sassello","0550","Savona","074","Liguria","07",726,762,1488,0,0,674,45.3,37.73,"2025-05-25","23:00",3
70740550,"009055","I453","Sassello","0550","Savona","074","Liguria","07",726,762,1488,435,454,889,59.74,47.63,"2025-05-26","15:00",4
30120410,"016043","B393","Calcinate","0410","Bergamo","012","Lombardia","03",2205,2364,4569,0,0,843,18.45,18.48,"2025-05-25","12:00",1
30120410,"016043","B393","Calcinate","0410","Bergamo","012","Lombardia","03",2205,2364,4569,0,0,1987,43.49,45.61,"2025-05-25","19:00",2
30120410,"016043","B393","Calcinate","0410","Bergamo","012","Lombardia","03",2205,2364,4569,0,0,2380,52.09,52.27,"2025-05-25","23:00",3
30120410,"016043","B393","Calcinate","0410","Bergamo","012","Lombardia","03",2205,2364,4569,1368,1406,2774,60.71,64.95,"2025-05-26","15:00",4
30120470,"016049","B618","Canonica D'adda","0470","Bergamo","012","Lombardia","03",1650,1689,3339,0,0,415,12.43,20.65,"2025-05-25","12:00",1
30120470,"016049","B618","Canonica D'adda","0470","Bergamo","012","Lombardia","03",1650,1689,3339,0,0,1018,30.49,33.15,"2025-05-25","19:00",2
30120470,"016049","B618","Canonica D'adda","0470","Bergamo","012","Lombardia","03",1650,1689,3339,0,0,1213,36.33,53.12,"2025-05-25","23:00",3
30120470,"016049","B618","Canonica D'adda","0470","Bergamo","012","Lombardia","03",1650,1689,3339,754,734,1488,44.56,59.97,"2025-05-26","15:00",4
30120620,"016064","C324","Castione Della Presolana","0620","Bergamo","012","Lombardia","03",1518,1539,3057,0,0,674,22.05,11.78,"2025-05-25","12:00",1
30120620,"016064","C324","Castione Della Presolana","0620","Bergamo","012","Lombardia","03",1518,1539,3057,0,0,1568,51.29,29.8,"2025-05-25","19:00",2
30120620,"016064","C324","Castione Della Presolana","0620","Bergamo","012","Lombardia","03",1518,1539,3057,0,0,1859,60.81,33.41,"2025-05-25","23:00",3
30120620,"016064","C324","Castione Della Presolana","0620","Bergamo","012","Lombardia","03",1518,1539,3057,1099,1118,2217,72.52,44.73,"2025-05-26","15:00",4
30151620,"017171","H838","San Felice Del Benaco","1620","Brescia","015","Lombardia","03",1499,1426,2925,0,0,545,18.63,23.12,"2025-05-25","12:00",1
30151620,"017171","H838","San Felice Del Benaco","1620","Brescia","015","Lombardia","03",1499,1426,2925,0,0,1238,42.32,39.32,"2025-05-25","19:00",2
30151620,"017171","H838","San Felice Del Benaco","1620","Brescia","015","Lombardia","03",1499,1426,2925,0,0,1447,49.47,60.75,"2025-05-25","23:00",3
30151620,"017171","H838","San Felice Del Benaco","1620","Brescia","015","Lombardia","03",1499,1426,2925,908,822,1730,59.15,68.52,"2025-05-26","15:00",4
30240130,"013013","A476","Asso","0130","Como","024","Lombardia","03",1442,1446,2888,0,0,399,13.82,16.47,"2025-05-25","12:00",1
30240130,"013013","A476","Asso","0130","Como","024","Lombardia","03",1442,1446,2888,0,0,1002,34.7,43,"2025-05-25","19:00",2
30240130,"013013","A476","Asso","0130","Como","024","Lombardia","03",1442,1446,2888,0,0,1210,41.9,52.27,"2025-05-25","23:00",3
30240130,"013013","A476","Asso","0130","Como","024","Lombardia","03",1442,1446,2888,765,733,1498,51.87,66.47,"2025-05-26","15:00",4
30240230,"013023","A870","Binago","0230","Como","024","Lombardia","03",2184,2186,4370,0,0,627,14.35,21.02,"2025-05-25","12:00",1
30240230,"013023","A870","Binago","0230","Como","024","Lombardia","03",2184,2186,4370,0,0,1464,33.5,50.26,"2025-05-25","19:00",2
30240230,"013023","A870","Binago","0230","Como","024","Lombardia","03",2184,2186,4370,0,0,1788,40.92,63.21,"2025-05-25","23:00",3
30240230,"013023","A870","Binago","0230","Como","024","Lombardia","03",2184,2186,4370,1093,1049,2142,49.02,63.21,"2025-05-26","15:00",4
30240650,"013068","C724","Cirimido","0650","Como","024","Lombardia","03",817,833,1650,0,0,206,12.48,15.5,"2025-05-25","12:00",1
30240650,"013068","C724","Cirimido","0650","Como","024","Lombardia","03",817,833,1650,0,0,473,28.67,28.65,"2025-05-25","19:00",2
30240650,"013068","C724","Cirimido","0650","Como","024","Lombardia","03",817,833,1650,0,0,609,36.91,48.17,"2025-05-25","23:00",3
30240650,"013068","C724","Cirimido","0650","Como","024","Lombardia","03",817,833,1650,385,359,744,45.09,54.71,"2025-05-26","15:00",4
30260860,"019089","H815","San Daniele Po","0860","Cremona","026","Lombardia","03",716,720,1436,0,0,261,18.18,21.71,"2025-05-25","12:00",1
30260860,"019089","H815","San Daniele Po","0860","Cremona","026","Lombardia","03",716,720,1436,0,0,574,39.97,56.86,"2025-05-25","19:00",2
30260860,"019089","H815","San Daniele Po","0860","Cremona","026","Lombardia","03",716,720,1436,0,0,656,45.68,64.79,"2025-05-25","23:00",3
30260860,"019089","H815","San Daniele Po","0860","Cremona","026","Lombardia","03",716,720,1436,388,388,776,54.04,64.79,"2025-05-26","15:00",4
30990510,"098051","I362","Santo Stefano Lodigiano","0510","Lodi","099","Lombardia","03",774,785,1559,0,0,362,23.22,20.69,"2025-05-25","12:00",1
30990510,"098051","I362","Santo Stefano Lodigiano","0510","Lodi","099","Lombardia","03",774,785,1559,0,0,741,47.53,47,"2025-05-25","19:00",2
30990510,"098051","I362","Santo Stefano Lodigiano","0510","Lodi","099","Lombardia","03",774,785,1559,0,0,917,58.82,57.1,"2025-05-25","23:00",3
30990510,"098051","I362","Santo Stefano Lodigiano","0510","Lodi","099","Lombardia","03",774,785,1559,534,536,1070,68.63,70.35,"2025-05-26","15:00",4
30490700,"015070","C523","Cernusco Sul Naviglio","0700","Milano","049","Lombardia","03",14734,13670,28404,0,0,4226,14.88,17.05,"2025-05-25","12:00",1
30490700,"015070","C523","Cernusco Sul Naviglio","0700","Milano","049","Lombardia","03",14734,13670,28404,0,0,11155,39.27,38.42,"2025-05-25","19:00",2
30490700,"015070","C523","Cernusco Sul Naviglio","0700","Milano","049","Lombardia","03",14734,13670,28404,0,0,14255,50.19,53.57,"2025-05-25","23:00",3
30490700,"015070","C523","Cernusco Sul Naviglio","0700","Milano","049","Lombardia","03",14734,13670,28404,8746,8084,16830,59.25,53.57,"2025-05-26","15:00",4
30491580,"015159","G078","Opera","1580","Milano","049","Lombardia","03",6122,5595,11717,0,0,1858,15.86,15.25,"2025-05-25","12:00",1
30491580,"015159","G078","Opera","1580","Milano","049","Lombardia","03",6122,5595,11717,0,0,4778,40.78,40.92,"2025-05-25","19:00",2
30491580,"015159","G078","Opera","1580","Milano","049","Lombardia","03",6122,5595,11717,0,0,6017,51.35,48.92,"2025-05-25","23:00",3
30491580,"015159","G078","Opera","1580","Milano","049","Lombardia","03",6122,5595,11717,3894,3352,7246,61.84,61.98,"2025-05-26","15:00",4
30491820,"015183","H371","Robecchetto Con Induno","1820","Milano","049","Lombardia","03",2065,2013,4078,0,0,684,16.77,14.39,"2025-05-25","12:00",1
30491820,"015183","H371","Robecchetto Con Induno","1820","Milano","049","Lombardia","03",2065,2013,4078,0,0,1693,41.52,41,"2025-05-25","19:00",2
30491820,"015183","H371","Robecchetto Con Induno","1820","Milano","049","Lombardia","03",2065,2013,4078,0,0,1959,48.04,45.98,"2025-05-25","23:00",3
30491820,"015183","H371","Robecchetto Con Induno","1820","Milano","049","Lombardia","03",2065,2013,4078,1185,1133,2318,56.84,55.12,"2025-05-26","15:00",4
30491880,"015189","H623","Rozzano","1880","Milano","049","Lombardia","03",16408,15179,31587,0,0,4205,13.31,17.32,"2025-05-25","12:00",1
30491880,"015189","H623","Rozzano","1880","Milano","049","Lombardia","03",16408,15179,31587,0,0,10150,32.13,29.37,"2025-05-25","19:00",2
30491880,"015189","H623","Rozzano","1880","Milano","049","Lombardia","03",16408,15179,31587,0,0,12580,39.83,48.28,"2025-05-25","23:00",3
30491880,"015189","H623","Rozzano","1880","Milano","049","Lombardia","03",16408,15179,31587,8306,7171,15477,49,55.79,"2025-05-26","15:00",4
31040230,"108023","D286","Desio","0230","Monza E Della Brianza","104","Lombardia","03",16905,16248,33153,0,0,3885,11.72,11.85,"2025-05-25","12:00",1
31040230,"108023","D286","Desio","0230","Monza E Della Brianza","104","Lombardia","03",16905,16248,33153,0,0,10259,30.94,33.77,"2025-05-25","19:00",2
31040230,"108023","D286","Desio","0230","Monza E Della Brianza","104","Lombardia","03",16905,16248,33153,0,0,12841,38.73,39.8,"2025-05-25","23:00",3
31040230,"108023","D286","Desio","0230","Monza E Della Brianza","104","Lombardia","03",16905,16248,33153,8064,7555,15619,47.11,49.92,"2025-05-26","15:00",4
30570230,"018025","B447","Calvignano","0230","Pavia","057","Lombardia","03",56,54,110,0,0,36,32.73,21.1,"2025-05-25","12:00",1
30570230,"018025","B447","Calvignano","0230","Pavia","057","Lombardia","03",56,54,110,0,0,59,53.64,49.54,"2025-05-25","19:00",2
30570230,"018025","B447","Calvignano","0230","Pavia","057","Lombardia","03",56,54,110,0,0,68,61.82,64.22,"2025-05-25","23:00",3
30570230,"018025","B447","Calvignano","0230","Pavia","057","Lombardia","03",56,54,110,41,37,78,70.91,64.22,"2025-05-26","15:00",4
30860040,"012004","A371","Arcisate","0040","Varese","086","Lombardia","03",4347,4210,8557,0,0,1078,12.6,16.92,"2025-05-25","12:00",1
30860040,"012004","A371","Arcisate","0040","Varese","086","Lombardia","03",4347,4210,8557,0,0,2831,33.08,29.61,"2025-05-25","19:00",2
30860040,"012004","A371","Arcisate","0040","Varese","086","Lombardia","03",4347,4210,8557,0,0,3407,39.82,49.84,"2025-05-25","23:00",3
30860040,"012004","A371","Arcisate","0040","Varese","086","Lombardia","03",4347,4210,8557,2146,1961,4107,48,55.15,"2025-05-26","15:00",4
30860350,"012042","C139","Castellanza","0350","Varese","086","Lombardia","03",6230,5792,12022,0,0,1432,11.91,11.34,"2025-05-25","12:00",1
30860350,"012042","C139","Castellanza","0350","Varese","086","Lombardia","03",6230,5792,12022,0,0,3764,31.31,32.14,"2025-05-25","19:00",2
30860350,"012042","C139","Castellanza","0350","Varese","086","Lombardia","03",6230,5792,12022,0,0,4576,38.06,38.13,"2025-05-25","23:00",3
30860350,"012042","C139","Castellanza","0350","Varese","086","Lombardia","03",6230,5792,12022,2952,2682,5634,46.86,47.46,"2025-05-26","15:00",4
30861010,"012119","I441","Saronno","1010","Varese","086","Lombardia","03",16323,14851,31174,0,0,3888,12.47,16.39,"2025-05-25","12:00",1
30861010,"012119","I441","Saronno","1010","Varese","086","Lombardia","03",16323,14851,31174,0,0,10113,32.44,39.59,"2025-05-25","19:00",2
30861010,"012119","I441","Saronno","1010","Varese","086","Lombardia","03",16323,14851,31174,0,0,12604,40.43,49.83,"2025-05-25","23:00",3
30861010,"012119","I441","Saronno","1010","Varese","086","Lombardia","03",16323,14851,31174,8190,7409,15599,50.04,62.5,"2025-05-26","15:00",4
110030340,"042034","G157","Osimo","0340","Ancona","003","Marche","11",16334,15732,32066,0,0,4185,13.05,19.9,"2025-05-25","12:00",1
110030340,"042034","G157","Osimo","0340","Ancona","003","Marche","11",16334,15732,32066,0,0,9974,31.1,32.56,"2025-05-25","19:00",2
110030340,"042034","G157","Osimo","0340","Ancona","003","Marche","11",16334,15732,32066,0,0,13288,41.44,50.96,"2025-05-25","23:00",3
110030340,"042034","G157","Osimo","0340","Ancona","003","Marche","11",16334,15732,32066,8516,8288,16804,52.4,60.57,"2025-05-26","15:00",4
111050370,"109037","I324","Sant'elpidio A Mare","0370","Fermo","105","Marche","11",7599,7456,15055,0,0,2133,14.17,15.18,"2025-05-25","12:00",1
111050370,"109037","I324","Sant'elpidio A Mare","0370","Fermo","105","Marche","11",7599,7456,15055,0,0,5194,34.5,37.51,"2025-05-25","19:00",2
111050370,"109037","I324","Sant'elpidio A Mare","0370","Fermo","105","Marche","11",7599,7456,15055,0,0,6655,44.2,53.15,"2025-05-25","23:00",3
111050370,"109037","I324","Sant'elpidio A Mare","0370","Fermo","105","Marche","11",7599,7456,15055,4098,4190,8288,55.05,53.15,"2025-05-26","15:00",4
140190290,"070029","E259","Guglionesi","0290","Campobasso","019","Molise","14",2588,2677,5265,0,0,644,12.23,12.51,"2025-05-25","12:00",1
140190290,"070029","E259","Guglionesi","0290","Campobasso","019","Molise","14",2588,2677,5265,0,0,1932,36.7,33.98,"2025-05-25","19:00",2
140190290,"070029","E259","Guglionesi","0290","Campobasso","019","Molise","14",2588,2677,5265,0,0,2389,45.38,44.25,"2025-05-25","23:00",3
140190290,"070029","E259","Guglionesi","0290","Campobasso","019","Molise","14",2588,2677,5265,1490,1530,3020,57.36,56.4,"2025-05-26","15:00",4
10020880,"006090","E870","Malvicino","0880","Alessandria","002","Piemonte","01",47,36,83,0,0,21,25.3,18.57,"2025-05-25","12:00",1
10020880,"006090","E870","Malvicino","0880","Alessandria","002","Piemonte","01",47,36,83,0,0,42,50.6,55.71,"2025-05-25","19:00",2
10020880,"006090","E870","Malvicino","0880","Alessandria","002","Piemonte","01",47,36,83,0,0,55,66.27,67.14,"2025-05-25","23:00",3
10020880,"006090","E870","Malvicino","0880","Alessandria","002","Piemonte","01",47,36,83,37,26,63,75.9,84.29,"2025-05-26","15:00",4
10271440,"004144","F743","Morozzo","1440","Cuneo","027","Piemonte","01",759,780,1539,0,0,284,18.45,16.81,"2025-05-25","12:00",1
10271440,"004144","F743","Morozzo","1440","Cuneo","027","Piemonte","01",759,780,1539,0,0,552,35.87,40.38,"2025-05-25","19:00",2
10271440,"004144","F743","Morozzo","1440","Cuneo","027","Piemonte","01",759,780,1539,0,0,708,46,51.67,"2025-05-25","23:00",3
10271440,"004144","F743","Morozzo","1440","Cuneo","027","Piemonte","01",759,780,1539,437,431,868,56.4,64.7,"2025-05-26","15:00",4
10272010,"004201","H710","Saliceto","2010","Cuneo","027","Piemonte","01",627,598,1225,0,0,258,21.06,26.04,"2025-05-25","12:00",1
10272010,"004201","H710","Saliceto","2010","Cuneo","027","Piemonte","01",627,598,1225,0,0,500,40.82,57.44,"2025-05-25","19:00",2
10272010,"004201","H710","Saliceto","2010","Cuneo","027","Piemonte","01",627,598,1225,0,0,624,50.94,68.84,"2025-05-25","23:00",3
10272010,"004201","H710","Saliceto","2010","Cuneo","027","Piemonte","01",627,598,1225,362,356,718,58.61,68.84,"2025-05-26","15:00",4
10272090,"004209","H852","Sanfront","2090","Cuneo","027","Piemonte","01",963,923,1886,0,0,294,15.59,27.46,"2025-05-25","12:00",1
10272090,"004209","H852","Sanfront","2090","Cuneo","027","Piemonte","01",963,923,1886,0,0,786,41.68,66.36,"2025-05-25","19:00",2
10272090,"004209","H852","Sanfront","2090","Cuneo","027","Piemonte","01",963,923,1886,0,0,1017,53.92,80.19,"2025-05-25","23:00",3
10272090,"004209","H852","Sanfront","2090","Cuneo","027","Piemonte","01",963,923,1886,661,637,1298,68.82,80.19,"2025-05-26","15:00",4
10521060,"003112","G134","Orta San Giulio","1060","Novara","052","Piemonte","01",461,376,837,0,0,162,19.35,19.13,"2025-05-25","12:00",1
10521060,"003112","G134","Orta San Giulio","1060","Novara","052","Piemonte","01",461,376,837,0,0,256,30.59,32.93,"2025-05-25","19:00",2
10521060,"003112","G134","Orta San Giulio","1060","Novara","052","Piemonte","01",461,376,837,0,0,321,38.35,47.94,"2025-05-25","23:00",3
10521060,"003112","G134","Orta San Giulio","1060","Novara","052","Piemonte","01",461,376,837,241,195,436,52.09,55.06,"2025-05-26","15:00",4
10810460,"001046","B350","Cafasse","0460","Torino","081","Piemonte","01",1480,1454,2934,0,0,477,16.26,25.18,"2025-05-25","12:00",1
10810460,"001046","B350","Cafasse","0460","Torino","081","Piemonte","01",1480,1454,2934,0,0,1079,36.78,58.91,"2025-05-25","19:00",2
10810460,"001046","B350","Cafasse","0460","Torino","081","Piemonte","01",1480,1454,2934,0,0,1323,45.09,72.06,"2025-05-25","23:00",3
10810460,"001046","B350","Cafasse","0460","Torino","081","Piemonte","01",1480,1454,2934,854,810,1664,56.71,72.06,"2025-05-26","15:00",4
